"Id_recorrido","duracion_recorrido","fecha_origen_recorrido","nombre_estacion_origen","long_estacion_origen","lat_estacion_origen","fecha_destino_recorrido","nombre_estacion_destino","long_estacion_destino","lat_estacion_destino","id_usuario","modelo_bicicleta","Género","fecha"
"15893909BAEcobici",936,2022-10-10 17:09:42,"074 - INSTITUTO LELOIR",-58.43454,-34.60439,2022-10-10 17:25:18,"243 - PLAZOLETA CELEDONIO FLORES",-58.45153,-34.581576,"750170BAEcobici","FIT","MALE",2022-10-10
"14754085BAEcobici",1135,2022-06-16 08:36:43,"058 - Ministro Carranza",-58.4346883,-34.5752773,2022-06-16 08:55:38,"054 - Acuña de Figueroa",-58.4220694,-34.5982097,"750438BAEcobici","FIT","FEMALE",2022-06-16
"13666364BAEcobici",1260,2022-02-27 18:00:17,"126 - Ministerio de Justicia y Seguridad",-58.3692243,-34.6402672,2022-02-27 18:21:17,"117 - HUMBERTO 1°",-58.3741759,-34.6201008,"762845BAEcobici","ICONIC","MALE",2022-02-27
"13972416BAEcobici",324,2022-03-28 20:29:29,"070 - ARAOZ",-58.4260597,-34.5926862,2022-03-28 20:34:53,"025 - Plaza Guemes",-58.4161178,-34.5894269,"756015BAEcobici","FIT","OTHER",2022-03-28
"14693472BAEcobici",786,2022-06-09 10:30:45,"254 - Plaza Rafael Hernandez",-58.455166,-34.562161,2022-06-09 10:43:51,"371 - Paseo de las Americas",-58.43522348866,-34.5530794109,"604316BAEcobici","ICONIC","MALE",2022-06-09
"13185522BAEcobici",2356,2022-01-05 19:10:33,"395 - Agronomia II",-58.4848,-34.5893,2022-01-05 19:49:49,"005 - Plaza Italia",-58.4209542,-34.5805497,"734479BAEcobici","ICONIC","FEMALE",2022-01-05
"13562323BAEcobici",379,2022-02-17 00:37:27,"025 - Plaza Guemes",-58.4161178,-34.5894269,2022-02-17 00:43:46,"085 - AGUERO",-58.4091784,-34.5948057,"381360BAEcobici","FIT","FEMALE",2022-02-17
"14805774BAEcobici",1042,2022-06-23 19:32:07,"167 - Hipólito Yrigoyen",-58.427818,-34.614948,2022-06-23 19:49:29,"285 - ESPINOSA",-58.457317,-34.603936,"375237BAEcobici","FIT","OTHER",2022-06-23
"15813365BAEcobici",373,2022-10-03 06:31:20,"150 - RODRIGO BUENO",-58.3554654,-34.6187547,2022-10-03 06:37:33,"003 - ADUANA",-58.3682604,-34.611032,"336179BAEcobici","ICONIC","MALE",2022-10-03
"13516865BAEcobici",2260,2022-02-12 17:28:03,"104 - Federico Lacroze",-58.455212,-34.587617,2022-02-12 18:05:43,"104 - Federico Lacroze",-58.455212,-34.587617,"582040BAEcobici","ICONIC","MALE",2022-02-12
"13444122BAEcobici",696,2022-02-05 17:10:18,"096 - Carlos Gardel",-58.4116586,-34.6027814,2022-02-05 17:21:54,"194 - PERÓN Y ACUÑA DE FIGUEROA",-58.4224635,-34.6060758,"4059BAEcobici","ICONIC","FEMALE",2022-02-05
"16790786BAEcobici",1197,2022-12-30 14:50:10,"001 - FACULTAD DE DERECHO",-58.390602,-34.583749,2022-12-30 15:10:07,"001 - FACULTAD DE DERECHO",-58.390602,-34.583749,"933529BAEcobici","FIT","MALE",2022-12-30
"14917894BAEcobici",761,2022-07-07 19:43:53,"244 - UADE",-58.381627,-34.617247,2022-07-07 19:56:34,"120 - HOSPITAL RAMOS MEJIA",-58.4092876,-34.617509,"69167BAEcobici","FIT","MALE",2022-07-07
"14718103BAEcobici",873,2022-06-12 19:58:30,"096 - Carlos Gardel",-58.4116586,-34.6027814,2022-06-12 20:13:03,"075 - Plaza Primero de Mayo",-58.3989871,-34.6122976,"311057BAEcobici","FIT","FEMALE",2022-06-12
"13546337BAEcobici",2418,2022-02-15 18:56:48,"094 - GÚZMAN",-58.449652,-34.591511,2022-02-15 19:37:06,"158 - VILLARROEL",-58.4450697,-34.592735,"719801BAEcobici","ICONIC","FEMALE",2022-02-15
"13290684BAEcobici",1209,2022-01-19 17:05:19,"171 - Pasteur",-58.3997553,-34.6032813,2022-01-19 17:25:28,"083 - Paraná",-58.3893728,-34.603269,"827266BAEcobici","FIT","OTHER",2022-01-19
"14311542BAEcobici",552,2022-04-28 15:48:51,"165 - PLAZA MONSEÑOR MIGUEL DE ANDREA",-58.407614,-34.597048,2022-04-28 15:58:03,"171 - Pasteur",-58.3997553,-34.6032813,"163456BAEcobici","FIT","MALE",2022-04-28
"14648468BAEcobici",1130,2022-06-03 17:35:46,"116 - HOSPITAL ALEMÁN",-58.4025894,-34.5921708,2022-06-03 17:54:36,"124 - UGARTECHE",-58.411965,-34.580538,"227222BAEcobici","ICONIC","MALE",2022-06-03
"15700254BAEcobici",398,2022-09-23 08:22:36,"146 - Hospital Francés",-58.4078419,-34.6221118,2022-09-23 08:29:14,"383 - BOEDO Y VENEZUELA",-58.4170737,-34.6163544,"870543BAEcobici","FIT","MALE",2022-09-23
"15665436BAEcobici",944,2022-09-20 16:32:58,"163 - ONCE II",-58.4064308,-34.6095663,2022-09-20 16:48:42,"084 - TEATRO PICADERO",-58.3937375,-34.6042288,"581330BAEcobici","FIT","MALE",2022-09-20
"15566965BAEcobici",394,2022-09-12 23:50:44,"009 - Parque Las Heras",-58.407741,-34.585443,2022-09-12 23:57:18,"069 - Ecuador",-58.4046092,-34.5961006,"319282BAEcobici","ICONIC","MALE",2022-09-12
"13904888BAEcobici",492,2022-03-22 06:00:33,"029 - Parque Centenario",-58.4335573,-34.6079414,2022-03-22 06:08:45,"276 - PRIMERA JUNTA",-58.441607,-34.620717,"449919BAEcobici","FIT","FEMALE",2022-03-22
"14616816BAEcobici",1745,2022-05-31 16:55:51,"161 - Humahuaca",-58.4196761,-34.6020779,2022-05-31 17:24:56,"158 - VILLARROEL",-58.4450697,-34.592735,"860484BAEcobici","ICONIC","MALE",2022-05-31
"14434157BAEcobici",1038,2022-05-10 13:59:18,"144 - PUEYRREDÓN",-58.4060944,-34.6018744,2022-05-10 14:16:36,"189 - POSADAS",-58.3852113,-34.5886889,"581331BAEcobici","FIT","FEMALE",2022-05-10
"15180402BAEcobici",407,2022-08-09 01:56:26,"093 - CARLOS CALVO",-58.3944635,-34.620798,2022-08-09 02:03:13,"186 - MANZANA 66",-58.4064415,-34.6136356,"449932BAEcobici","FIT","MALE",2022-08-09
"13355992BAEcobici",300,2022-01-27 13:32:01,"058 - Ministro Carranza",-58.4346883,-34.5752773,2022-01-27 13:37:01,"381 - Matienzo Y Arce",-58.43447,-34.568693,"206529BAEcobici","ICONIC","FEMALE",2022-01-27
"13465701BAEcobici",789,2022-02-08 07:55:20,"367 - Eva Perón",-58.4698,-34.6471,2022-02-08 08:08:29,"365 - Venancio Flores",-58.473844,-34.630108,"815050BAEcobici","ICONIC","MALE",2022-02-08
"13760200BAEcobici",1302,2022-03-09 01:08:35,"282 - Tronador",-58.466494,-34.5838957,2022-03-09 01:30:17,"277 - Coghlan",-58.4759,-34.5654,"522136BAEcobici","ICONIC","FEMALE",2022-03-09
"15589413BAEcobici",2545,2022-09-14 13:11:10,"179 - CASA SAN",-58.3642885,-34.6384786,2022-09-14 13:53:35,"132 - CORRIENTES",-58.372763,-34.6033685,"719774BAEcobici","FIT","FEMALE",2022-09-14
"15569901BAEcobici",947,2022-09-13 09:12:19,"008 - Congreso",-58.3893364,-34.6094218,2022-09-13 09:28:06,"146 - Hospital Francés",-58.4078419,-34.6221118,"17743BAEcobici","FIT","MALE",2022-09-13
"13281393BAEcobici",879,2022-01-18 10:47:06,"030 - Peña",-58.3973698,-34.5908211,2022-01-18 11:01:45,"008 - Congreso",-58.3893364,-34.6094218,"782346BAEcobici","ICONIC","FEMALE",2022-01-18
"15143772BAEcobici",889,2022-08-04 16:30:17,"219 - Parque Chacabuco II",-58.444041,-34.636275,2022-08-04 16:45:06,"178 - José Marmol",-58.424853,-34.6234,"687093BAEcobici","ICONIC","MALE",2022-08-04
"13554984BAEcobici",634,2022-02-16 13:44:30,"066 - Billinghurst",-58.4138713,-34.5945475,2022-02-16 13:55:04,"050 - Hospital Rivadavia",-58.4010798,-34.5837348,"287039BAEcobici","FIT","MALE",2022-02-16
"13668356BAEcobici",2851,2022-02-28 05:23:19,"292 - PLAZA BOLIVIA",-58.436115,-34.563539,2022-02-28 06:10:50,"131- HOSPITAL DE CLÍNICAS",-58.3990158,-34.5984043,"16449BAEcobici","FIT","MALE",2022-02-28
"15633417BAEcobici",2592,2022-09-17 16:18:54,"164 - FACULTAD DE INGENIERIA",-58.3698984,-34.617301,2022-09-17 17:02:06,"273 - Plazoleta Colombia",-58.373726,-34.637697,"894790BAEcobici","ICONIC","FEMALE",2022-09-17
"16177419BAEcobici",489,2022-11-03 09:23:43,"153 - JUAN MANUEL DE BLANES",-58.3620701,-34.6307765,2022-11-03 09:31:52,"152 - JULIETA LANTERI",-58.3596311,-34.6181645,"915662BAEcobici","ICONIC","MALE",2022-11-03
"15205719BAEcobici",717,2022-08-11 06:54:54,"316 - Buenos Aires",-58.39666367,-34.645523264,2022-08-11 07:06:51,"147 - Constitución",-58.380707,-34.626851,"483668BAEcobici","FIT","MALE",2022-08-11
"14725341BAEcobici",1619,2022-06-13 16:46:45,"189 - POSADAS",-58.3852113,-34.5886889,2022-06-13 17:13:44,"255 - BARRANCAS DE BELGRANO",-58.448314,-34.559801,"235325BAEcobici","FIT","MALE",2022-06-13
"16197377BAEcobici",958,2022-11-04 14:14:32,"260 - SAN MIGUEL DE GARICOITS",-58.457799,-34.577329,2022-11-04 14:30:30,"255 - BARRANCAS DE BELGRANO",-58.448314,-34.559801,"605430BAEcobici","ICONIC","FEMALE",2022-11-04
"15259172BAEcobici",3010,2022-08-16 18:16:50,"242 - Plazoleta Rafael del Riego",-58.446381,-34.567483,2022-08-16 19:07:00,"292 - PLAZA BOLIVIA",-58.436115,-34.563539,"99303BAEcobici","ICONIC","FEMALE",2022-08-16
"16680744BAEcobici",1704,2022-12-18 19:38:59,"292 - PLAZA BOLIVIA",-58.436115,-34.563539,2022-12-18 20:07:23,"288 - SECRETARÍA DE DEPORTES",-58.4565662,-34.5476039,"861582BAEcobici","ICONIC","MALE",2022-12-18
"15731202BAEcobici",735,2022-09-26 14:31:28,"281 - Villa Urquiza",-58.48692409,-34.573734,2022-09-26 14:43:43,"379 - PARQUE SARMIENTO II",-58.50289,-34.56454,"879516BAEcobici","ICONIC","MALE",2022-09-26
"16749682BAEcobici",995,2022-12-26 20:07:53,"219 - Parque Chacabuco II",-58.444041,-34.636275,2022-12-26 20:24:28,"178 - José Marmol",-58.424853,-34.6234,"654200BAEcobici","FIT","MALE",2022-12-26
"13813137BAEcobici",738,2022-03-14 11:00:11,"150 - RODRIGO BUENO",-58.3554654,-34.6187547,2022-03-14 11:12:29,"004 - Plaza Roma",-58.368781,-34.601822,"82451BAEcobici","ICONIC","MALE",2022-03-14
"15853083BAEcobici",847,2022-10-05 18:15:04,"182 - RAVIGNANI Y GUATEMALA",-58.4352466,-34.5780479,2022-10-05 18:29:11,"125 - F.J.Santamaria de Oro",-58.428016,-34.583323,"324190BAEcobici","ICONIC","FEMALE",2022-10-05
"13190307BAEcobici",656,2022-01-06 10:26:02,"096 - Carlos Gardel",-58.4116586,-34.6027814,2022-01-06 10:36:58,"162 - LARREA Y BARTOLOMÉ MITRE",-58.401924,-34.608985,"442763BAEcobici","ICONIC","MALE",2022-01-06
"15190472BAEcobici",432,2022-08-09 19:48:07,"054 - Acuña de Figueroa",-58.4220694,-34.5982097,2022-08-09 19:55:19,"113 - Guatemala",-58.424996,-34.585878,"244602BAEcobici","ICONIC","FEMALE",2022-08-09
"15225591BAEcobici",527,2022-08-12 16:01:22,"095 - ESMERALDA",-58.3781678,-34.6021121,2022-08-12 16:10:09,"063 - Reconquista",-58.373062,-34.5986,"756313BAEcobici","FIT","MALE",2022-08-12
"15924437BAEcobici",1480,2022-10-12 21:25:18,"219 - Parque Chacabuco II",-58.444041,-34.636275,2022-10-12 21:49:58,"272 - Plaza Bruno Giordano",-58.440584,-34.616151,"670603BAEcobici","FIT","MALE",2022-10-12
"16286232BAEcobici",876,2022-11-11 07:57:35,"391 - Plaza República de Ecuador",-58.42062076,-34.56533652,2022-11-11 08:12:11,"248 - Husares",-58.4429397,-34.552594,"182066BAEcobici","FIT","MALE",2022-11-11
"15098740BAEcobici",3140,2022-07-31 14:51:51,"099 - Malabia",-58.435408,-34.5960961,2022-07-31 15:44:11,"094 - GÚZMAN",-58.449652,-34.591511,"120550BAEcobici","FIT","FEMALE",2022-07-31
"15746929BAEcobici",885,2022-09-27 14:27:28,"149 - LIMA",-58.3813642,-34.6153266,2022-09-27 14:42:13,"331 - CALIFORNIA",-58.374336,-34.647121,"691352BAEcobici","ICONIC","FEMALE",2022-09-27
"15970264BAEcobici",508,2022-10-17 16:56:08,"030 - Peña",-58.3973698,-34.5908211,2022-10-17 17:04:36,"085 - AGUERO",-58.4091784,-34.5948057,"833864BAEcobici","ICONIC","FEMALE",2022-10-17
"16310757BAEcobici",413,2022-11-14 06:53:00,"268 - Plaza Aristóbulo Del Valle",-58.4931413452077,-34.6061599147537,2022-11-14 06:59:53,"216 - EMILIO LAMARCA",-58.4933583,-34.6134032,"902615BAEcobici","FIT","MALE",2022-11-14
"16283870BAEcobici",624,2022-11-10 23:30:21,"193 - ARENALES Y AGUERO",-58.4061652,-34.5908626,2022-11-10 23:40:45,"122 - COSTA RICA",-58.4198163,-34.5915614,"256384BAEcobici","FIT","MALE",2022-11-10
"14368065BAEcobici",1517,2022-05-04 13:16:59,"292 - PLAZA BOLIVIA",-58.436115,-34.563539,2022-05-04 13:42:16,"292 - PLAZA BOLIVIA",-58.436115,-34.563539,"805970BAEcobici","FIT","MALE",2022-05-04
"14068139BAEcobici",433,2022-04-05 22:37:09,"074 - INSTITUTO LELOIR",-58.43454,-34.60439,2022-04-05 22:44:22,"121 - YATAY",-58.4285093,-34.6011732,"590648BAEcobici","ICONIC","FEMALE",2022-04-05
"13859309BAEcobici",317,2022-03-17 09:59:26,"017 - Plaza Almagro",-58.4187306,-34.6064101,2022-03-17 10:04:43,"054 - Acuña de Figueroa",-58.4220694,-34.5982097,"685729BAEcobici","ICONIC","MALE",2022-03-17
"13401612BAEcobici",449,2022-02-01 14:40:51,"352 - San Jose de Flores",-58.463297377,-34.62883578,2022-02-01 14:48:20,"206 - Galicia",-58.47098,-34.615945,"488897BAEcobici","ICONIC","OTHER",2022-02-01
"13400855BAEcobici",1307,2022-02-01 13:25:17,"036 - MAIPÚ",-58.3767677,-34.6045481,2022-02-01 13:47:04,"184 - Pedro Echague",-58.3913419,-34.6306129,"244776BAEcobici","ICONIC","FEMALE",2022-02-01
"14612789BAEcobici",872,2022-05-31 10:29:55,"005 - Plaza Italia",-58.4209542,-34.5805497,2022-05-31 10:44:27,"005 - Plaza Italia",-58.4209542,-34.5805497,"738149BAEcobici","ICONIC","MALE",2022-05-31
"13893695BAEcobici",1521,2022-03-21 09:22:07,"335 - General Urquiza",-58.411278,-34.572165,2022-03-21 09:47:28,"174 - MINISTERIO DE EDUCACION",-58.391768,-34.597225,"782693BAEcobici","FIT","FEMALE",2022-03-21
"13175078BAEcobici",968,2022-01-04 19:22:05,"156 - Plaza Alemania",-58.4074696,-34.5775895,2022-01-04 19:38:13,"381 - Matienzo Y Arce",-58.43447,-34.568693,"546904BAEcobici","FIT","MALE",2022-01-04
"13896824BAEcobici",1244,2022-03-21 14:08:13,"017 - Plaza Almagro",-58.4187306,-34.6064101,2022-03-21 14:28:57,"125 - F.J.Santamaria de Oro",-58.428016,-34.583323,"56109BAEcobici","ICONIC","MALE",2022-03-21
"15554762BAEcobici",972,2022-09-12 09:39:43,"234 - AVENIDA TRIUNVIRATO",-58.4952184,-34.5657087,2022-09-12 09:55:55,"346 - Plaza Zapiola",-58.474635,-34.573522,"869139BAEcobici","ICONIC","MALE",2022-09-12
"15405473BAEcobici",522,2022-08-29 23:00:01,"012 - Plaza Vicente Lopez",-58.388807,-34.5927096,2022-08-29 23:08:43,"116 - HOSPITAL ALEMÁN",-58.4025894,-34.5921708,"281927BAEcobici","FIT","OTHER",2022-08-29
"14354565BAEcobici",578,2022-05-03 11:46:23,"167 - Hipólito Yrigoyen",-58.427818,-34.614948,2022-05-03 11:56:01,"017 - Plaza Almagro",-58.4187306,-34.6064101,"62512BAEcobici","FIT","MALE",2022-05-03
"15971016BAEcobici",1402,2022-10-17 17:31:00,"036 - MAIPÚ",-58.3767677,-34.6045481,2022-10-17 17:54:22,"124 - UGARTECHE",-58.411965,-34.580538,"1254BAEcobici","FIT","FEMALE",2022-10-17
"15346263BAEcobici",1392,2022-08-24 16:41:30,"070 - ARAOZ",-58.4260597,-34.5926862,2022-08-24 17:04:42,"030 - Peña",-58.3973698,-34.5908211,"695779BAEcobici","FIT","FEMALE",2022-08-24
"14926090BAEcobici",2898,2022-07-08 16:38:57,"274 - Gavilán",-58.4658836,-34.6162466,2022-07-08 17:27:15,"269 - Plaza De La Misericordia",-58.45534,-34.6317,"854633BAEcobici","ICONIC","FEMALE",2022-07-08
"15835306BAEcobici",1560,2022-10-04 16:06:41,"067 - PARQUE SARMIENTO I",-58.494845,-34.555254,2022-10-04 16:32:41,"256 - PLAZA NORUEGA",-58.459289,-34.562277,"804753BAEcobici","FIT","FEMALE",2022-10-04
"15039626BAEcobici",900,2022-07-22 17:03:13,"335 - General Urquiza",-58.411278,-34.572165,2022-07-22 17:18:13,"335 - General Urquiza",-58.411278,-34.572165,"873757BAEcobici","FIT","FEMALE",2022-07-22
"14226023BAEcobici",1819,2022-04-20 15:54:23,"250 - Fleni",-58.450479,-34.555602,2022-04-20 16:24:42,"364 - CERRETTI Y MANUELA PEDRAZA",-58.50025,-34.56912,"259588BAEcobici","FIT","MALE",2022-04-20
"14813028BAEcobici",512,2022-06-24 16:52:30,"316 - Buenos Aires",-58.39666367,-34.645523264,2022-06-24 17:01:02,"340 - PLAZA NUEVA POMPEYA",-58.415771,-34.6518464,"365323BAEcobici","ICONIC","MALE",2022-06-24
"15817619BAEcobici",977,2022-10-03 12:47:36,"084 - TEATRO PICADERO",-58.3937375,-34.6042288,2022-10-03 13:03:53,"118 - MEXICO",-58.4026531,-34.6170196,"299030BAEcobici","FIT","FEMALE",2022-10-03
"16736687BAEcobici",2749,2022-12-25 06:02:30,"037- Claudia Pía Braudracco",-58.3779002,-34.6081643,2022-12-25 06:48:19,"270 - PLAZA DEL ANGEL GRIS",-58.457555,-34.622003,"305797BAEcobici","FIT","MALE",2022-12-25
"14564046BAEcobici",610,2022-05-24 16:47:07,"215 - HOSPITAL ALVAREZ",-58.468287,-34.623123,2022-05-24 16:57:17,"354 - José Martí",-58.463114,-34.6439,"608712BAEcobici","FIT","MALE",2022-05-24
"13845230BAEcobici",1100,2022-03-16 12:33:24,"023 - Suipacha",-58.379836,-34.600139,2022-03-16 12:51:44,"033 - Facultad de Medicina",-58.3989807,-34.5970909,"840458BAEcobici","ICONIC","MALE",2022-03-16
"13430380BAEcobici",1419,2022-02-04 02:19:52,"160 - Godoy Cruz y Libertador",-58.420628,-34.572583,2022-02-04 02:43:31,"193 - ARENALES Y AGUERO",-58.4061652,-34.5908626,"785293BAEcobici","ICONIC","MALE",2022-02-04
"15557860BAEcobici",562,2022-09-12 13:44:35,"027 - Montevideo",-58.3900887,-34.599068,2022-09-12 13:53:57,"171 - Pasteur",-58.3997553,-34.6032813,"875916BAEcobici","ICONIC","FEMALE",2022-09-12
"16658781BAEcobici",639,2022-12-16 10:33:21,"071 - CERRITO",-58.3833559,-34.6026673,2022-12-16 10:44:00,"111 - MACACHA GUEMES",-58.3646858,-34.6054877,"681212BAEcobici","ICONIC","OTHER",2022-12-16
"16448378BAEcobici",763,2022-11-25 16:44:07,"181 - BILLINGHURST Y MANSILLA",-58.4120072,-34.5926649,2022-11-25 16:56:50,"163 - ONCE II",-58.4064308,-34.6095663,"2852BAEcobici","FIT","FEMALE",2022-11-25
"13648031BAEcobici",531,2022-02-25 02:09:43,"193 - ARENALES Y AGUERO",-58.4061652,-34.5908626,2022-02-25 02:18:34,"030 - Peña",-58.3973698,-34.5908211,"836998BAEcobici","ICONIC","FEMALE",2022-02-25
"13360467BAEcobici",1492,2022-01-27 19:13:52,"140 - Las Casas",-58.4156332,-34.6360274,2022-01-27 19:38:44,"352 - San Jose de Flores",-58.463297377,-34.62883578,"763962BAEcobici","ICONIC","MALE",2022-01-27
"14228662BAEcobici",708,2022-04-20 18:27:15,"171 - Pasteur",-58.3997553,-34.6032813,2022-04-20 18:39:03,"135 - MARCELO T. DE ALVEAR",-58.377535,-34.595125,"1790BAEcobici","ICONIC","FEMALE",2022-04-20
"16507668BAEcobici",1072,2022-12-01 05:44:03,"146 - Hospital Francés",-58.4078419,-34.6221118,2022-12-01 06:01:55,"273 - Plazoleta Colombia",-58.373726,-34.637697,"71110BAEcobici","ICONIC","MALE",2022-12-01
"15658111BAEcobici",1215,2022-09-20 07:33:24,"014 - Pacifico",-58.426387,-34.577424,2022-09-20 07:53:39,"130 - RETIRO II",-58.37436403,-34.5917376,"774663BAEcobici","ICONIC","MALE",2022-09-20
"14198437BAEcobici",1915,2022-04-18 17:02:34,"096 - Carlos Gardel",-58.4116586,-34.6027814,2022-04-18 17:34:29,"096 - Carlos Gardel",-58.4116586,-34.6027814,"160328BAEcobici","ICONIC","FEMALE",2022-04-18
"13396490BAEcobici",587,2022-02-01 01:40:56,"124 - UGARTECHE",-58.411965,-34.580538,2022-02-01 01:50:43,"124 - UGARTECHE",-58.411965,-34.580538,"153666BAEcobici","ICONIC","FEMALE",2022-02-01
"15907491BAEcobici",412,2022-10-11 18:58:17,"247 - PLAZA LUCIO DEMARE",-58.46514,-34.54569,2022-10-11 19:05:09,"399 - GARCIA DEL RIO",-58.477,-34.5503,"869609BAEcobici","FIT","FEMALE",2022-10-11
"16316678BAEcobici",1368,2022-11-14 16:55:06,"272 - Plaza Bruno Giordano",-58.440584,-34.616151,2022-11-14 17:17:54,"113 - Guatemala",-58.424996,-34.585878,"120116BAEcobici","FIT","FEMALE",2022-11-14
"13907758BAEcobici",817,2022-03-22 10:46:57,"096 - Carlos Gardel",-58.4116586,-34.6027814,2022-03-22 11:00:34,"129 - Velasco",-58.434875,-34.600275,"162312BAEcobici","FIT","FEMALE",2022-03-22
"15728522BAEcobici",626,2022-09-26 11:17:31,"256 - PLAZA NORUEGA",-58.459289,-34.562277,2022-09-26 11:27:57,"295 - SUPERÍ",-58.4768041,-34.5554843,"794347BAEcobici","ICONIC","MALE",2022-09-26
"13477299BAEcobici",1552,2022-02-08 22:52:49,"276 - PRIMERA JUNTA",-58.441607,-34.620717,2022-02-08 23:18:41,"116 - HOSPITAL ALEMÁN",-58.4025894,-34.5921708,"737680BAEcobici","FIT","MALE",2022-02-08
"16036237BAEcobici",2441,2022-10-22 19:52:23,"374 - Puan",-58.448547,-34.622092,2022-10-22 20:33:04,"074 - INSTITUTO LELOIR",-58.43454,-34.60439,"910003BAEcobici","FIT","MALE",2022-10-22
"13667108BAEcobici",852,2022-02-27 21:08:07,"096 - Carlos Gardel",-58.4116586,-34.6027814,2022-02-27 21:22:19,"125 - F.J.Santamaria de Oro",-58.428016,-34.583323,"99822BAEcobici","ICONIC","MALE",2022-02-27
"13165225BAEcobici",1924,2022-01-03 19:16:29,"008 - Congreso",-58.3893364,-34.6094218,2022-01-03 19:48:33,"101 - Fitz Roy",-58.4424397,-34.5891857,"792770BAEcobici","FIT","OTHER",2022-01-03
"15620050BAEcobici",497,2022-09-16 12:37:55,"301 - Arregui Y Terrada",-58.4848121161432,-34.6045973566929,2022-09-16 12:46:12,"206 - Galicia",-58.47098,-34.615945,"871622BAEcobici","ICONIC","MALE",2022-09-16
"14435755BAEcobici",628,2022-05-10 16:01:47,"027 - Montevideo",-58.3900887,-34.599068,2022-05-10 16:12:15,"096 - Carlos Gardel",-58.4116586,-34.6027814,"613207BAEcobici","FIT","MALE",2022-05-10
"16702274BAEcobici",1104,2022-12-21 08:30:03,"207 - PLAZA ARENALES",-58.5111458,-34.5997308,2022-12-21 08:48:27,"324 - Las Victorias",-58.487078,-34.626778,"929249BAEcobici","FIT","MALE",2022-12-21
"14842070BAEcobici",515,2022-06-28 23:46:19,"026 - JUANA MANSO I",-58.3638723,-34.600752,2022-06-28 23:54:54,"003 - ADUANA",-58.3682604,-34.611032,"868399BAEcobici","ICONIC","FEMALE",2022-06-28
"14080305BAEcobici",755,2022-04-06 18:39:55,"076 - Ayacucho",-58.3950548,-34.6074084,2022-04-06 18:52:30,"117 - HUMBERTO 1°",-58.3741759,-34.6201008,"111725BAEcobici","FIT","MALE",2022-04-06
"16168351BAEcobici",802,2022-11-02 17:24:13,"033 - Facultad de Medicina",-58.3989807,-34.5970909,2022-11-02 17:37:35,"054 - Acuña de Figueroa",-58.4220694,-34.5982097,"655204BAEcobici","ICONIC","OTHER",2022-11-02
"13702815BAEcobici",966,2022-03-03 16:01:08,"153 - JUAN MANUEL DE BLANES",-58.3620701,-34.6307765,2022-03-03 16:17:14,"128 - PARQUE DEL BAJO",-58.36882117,-34.60515159,"162328BAEcobici","ICONIC","MALE",2022-03-03
"15355333BAEcobici",320,2022-08-25 09:13:27,"038 - Plaza Libertad",-58.3828403,-34.5970497,2022-08-25 09:18:47,"063 - Reconquista",-58.373062,-34.5986,"76814BAEcobici","FIT","FEMALE",2022-08-25
"13847706BAEcobici",1665,2022-03-16 15:29:54,"172 - BRASIL",-58.371082,-34.625426,2022-03-16 15:57:39,"174 - MINISTERIO DE EDUCACION",-58.391768,-34.597225,"4642BAEcobici","FIT","FEMALE",2022-03-16
"16563014BAEcobici",699,2022-12-06 10:41:11,"331 - CALIFORNIA",-58.374336,-34.647121,2022-12-06 10:52:50,"073 - Ruy Díaz de Guzmán",-58.3718235,-34.6306814,"59239BAEcobici","ICONIC","FEMALE",2022-12-06
"14343641BAEcobici",1843,2022-05-02 14:25:30,"255 - BARRANCAS DE BELGRANO",-58.448314,-34.559801,2022-05-02 14:56:13,"345 - Plaza Mafalda",-58.4445804,-34.5809383,"840669BAEcobici","FIT","OTHER",2022-05-02
"14342890BAEcobici",2301,2022-05-02 13:17:37,"375 - Ciudad Universitaria I",-58.4396,-34.5446,2022-05-02 13:55:58,"050 - Hospital Rivadavia",-58.4010798,-34.5837348,"848107BAEcobici","FIT","MALE",2022-05-02
"14956264BAEcobici",813,2022-07-12 22:58:52,"194 - PERÓN Y ACUÑA DE FIGUEROA",-58.4224635,-34.6060758,2022-07-12 23:12:25,"167 - Hipólito Yrigoyen",-58.427818,-34.614948,"745956BAEcobici","ICONIC","FEMALE",2022-07-12
"14829149BAEcobici",952,2022-06-27 17:39:08,"248 - Husares",-58.4429397,-34.552594,2022-06-27 17:55:00,"240 - ECHEVERRIA",-58.459298,-34.565409,"685419BAEcobici","ICONIC","MALE",2022-06-27
"14596661BAEcobici",3184,2022-05-28 18:36:39,"255 - BARRANCAS DE BELGRANO",-58.448314,-34.559801,2022-05-28 19:29:43,"187 - Jose Maria Moreno",-58.435801,-34.619879,"831435BAEcobici","ICONIC","MALE",2022-05-28
"15385106BAEcobici",1746,2022-08-27 15:16:08,"199 - ESTADOS UNIDOS Y BOEDO",-58.4160137,-34.6222601,2022-08-27 15:45:14,"152 - JULIETA LANTERI",-58.3596311,-34.6181645,"658245BAEcobici","ICONIC","MALE",2022-08-27
"14261284BAEcobici",1050,2022-04-23 20:26:00,"243 - PLAZOLETA CELEDONIO FLORES",-58.45153,-34.581576,2022-04-23 20:43:30,"160 - Godoy Cruz y Libertador",-58.420628,-34.572583,"771178BAEcobici","ICONIC","MALE",2022-04-23
